age;gender;education_level;government_region;W8wave5;W8wave6;W8wave7;w1rwa11;w1rwa21;w1rwa31;w1wing1a;w1EQUALITY1;w2UKparty1;w2UKparty2;w2UKparty3;w2trdegl5;w2trdegl7;w2trdegl8;w2trdegl9;w2efftrst1;w2efftrst2;w2efftrst3;w2efftrst4;w2efftrst5;w2efftrst6;w2efftrst14;w2efftrst15;w2efftrst16;w2efftrst18;w2natid1;w2natid2;w2natid3;w2natid4;w2eupan1;w2eupan2;w2eupan3;w2eupan4;w2eupan5;w2eupan6;w2eupan7;w2eupan8;w2eupan9;w2eupan10;w5econ1;w5econ2;w5econp1;w5econp2;w5EUref1;w6econ1;w6econ2;w6econp1;w6econp2;w6EUref1;w7cgreed;w7banks;w7EUref1;Weight_wave10;w10econ1;w10econ2;w10econp1;w10econp2;w10EUref1
75;Male;No formal qualifications;London;.9031595409840957;.7918877246443553;.748143674616168;Strongly agree;Strongly agree;Strongly agree;8;1 - Government should get out of the business of promoting income equality.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a little better;Get a little better;Get a little better;3;Gotten a little better;Gotten a little better;Get a little better;Get a little better;3;Strongly agree;Strongly agree;3;.637672449222022;Got a little better;Got a little better;Stay the same;Get a little better;3
67;Male;Other technical, professional or higher qualification;North West;;;;Agree;Agree;Agree;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Female;GCE A level or Higher Certificate;London;.9300258877809071;.8395939141962097;.8053501515959418;Strongly agree;Strongly agree;Strongly agree;8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Stay the same;Get a little better;3;Gotten a little better;Stayed the same;Get a little better;Get a little better;3;Agree;Agree;3;;;;;;
62;Female;CSE grades 2-5;North West;1.099.128.128.038.920;1.505.218.743.894.610;1.468.308.299.641.500;Agree;Agree;Agree;5;3;;;Labour;Don’t know;Don’t know;No effect;No effect;Strongly disagree;Don’t Know;Don’t Know;Disagree;Strongly disagree;Don’t Know;5;1;4;1;Neither unimportant nor important;Very well;Quite Often;Very important;5;4;5;4;4;2;4;5;2;4;Got a little worse;Got a little better;Stay the same;Stay the same;2;Gotten a little worse;Gotten a little worse;Get a little worse;Get a little worse;1;Agree;Strongly agree;2;.9965962737652505;Got a little worse;Got a little better;Get a little better;Get a little worse;2
69;Female;Other technical, professional or higher qualification;South East;.8982107649945378;.7667717488619051;.7541944540709883;Strongly agree;Agree;Agree;7;1 - Government should get out of the business of promoting income equality.;;;Conservative;Negative effect;Positive effect;Negative effect;Negative effect;Don’t Know;Agree;Disagree;Agree;Agree;Disagree;4;4;4;4;Very important;Very well;Always;Very important;2;3;5;4;5;3;4;2;2;2;Got a little better;Stayed the same;Stay the same;Get a little better;3;Gotten a lot better;Stayed the same;Stay the same;Get a lot better;3;Strongly agree;Strongly agree;3;;;;;;
61;Male;GCE A level or Higher Certificate;Yorkshire and the Humber;1.033.799.900.536.780;.8666579326956813;.8679477088562872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a little better;Stay the same;Stay the same;3;Gotten a little better;Gotten a little better;Stay the same;Get a little better;3;Strongly agree;Strongly agree;3;.8348644550425414;Got a little better;Got a little better;Stay the same;Stay the same;3
65;Male;CSE grade 1, GCE O level, GCSE, School Certificate;West Midlands;;;;Strongly agree;Strongly agree;Strongly agree;7;5;United Kingdom Independence Party (UKIP);;;Don’t know;Positive effect;Negative effect;Positive effect;Strongly agree;Agree;Strongly disagree;Agree;Agree;Agree;5;5;5;5;Extremely important;Extremely well;Always;Extremely important;5;5;5;4;5;1;5;5;1;1;;;;;;;;;;;;;;;;;;;
63;Male;GCE A level or Higher Certificate;Yorkshire and the Humber;1.125.550.192.402.120;1.206.109.993.959.750;1.192.619.941.150.740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Stay the same;Stay the same;1;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Agree;Agree;1;.8962516568445511;Got a little better;Stayed the same;Don't know;Don't know;1
27;Male;GCE A level or Higher Certificate;West Midlands;1.040.383.652.843.010;1.166.025.181.049.220;1.193.177.614.321.080;Agree;Strongly agree;Agree;10;1 - Government should get out of the business of promoting income equality.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot better;Got a little better;Get a little better;Get a lot better;3;Gotten a lot better;Gotten a lot better;Get a little better;Get a lot better;1;Strongly disagree;Strongly disagree;3;133.897.922.083.832;Got a lot better;Got a lot better;Get a lot better;Get a lot better;3
68;Female;Other technical, professional or higher qualification;London;.8295861412459908;.7109059011489909;.7018180269569144;Agree;Agree;Neither agree nor disagree;7;4;Conservative;;;Positive effect;Don’t know;No effect;Positive effect;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;3;4;3;3;Neither unimportant nor important;Very well;Quite Often;Neither unimportant nor important;4;3;3;3;3;2;3;3;4;2;Got a little better;Stayed the same;Stay the same;Get a little better;1;Gotten a little better;Stayed the same;Stay the same;Get a little better;1;Neither agree nor disagree;Neither agree nor disagree;1;.7456038932195148;Got a little better;Stayed the same;Stay the same;Get a little better;1
66;Male;No formal qualifications;East of England;1.600.257.574.812.280;.9749500819872748;.9986879166270293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a lot worse;Get a lot worse;Get a little worse;3;Stayed the same;Gotten a lot worse;Get a little worse;Get a little worse;3;Strongly agree;Strongly agree;3;1.028.025.870.197.850;Stayed the same;Got a little worse;Get a little worse;Get a little worse;3
60;Male;City and Guild certificate - advanced;Yorkshire and the Humber;.8160885958115921;1.238.334.647.593.730;1.197.137.338.973.510;Agree;Strongly agree;Agree;8;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Stayed the same;Get a little worse;Get a little worse;3;Gotten a little worse;Gotten a little worse;Get a little worse;Get a little worse;3;Agree;Strongly agree;3;.6597662957119192;Got a little worse;Got a little worse;Get a little better;Get a little better;3
46;Male;University or CNAA higher degree (eg M.Sc, Ph.D);South East;.4570822348714773;.3879472147253308;.3713305609716696;Disagree;Neither agree nor disagree;Strongly disagree;3;5;;;Labour;Negative effect;Positive effect;Positive effect;No effect;Neither agree nor disagree;Strongly agree;Disagree;Agree;Agree;Disagree;4;2;4;4;Very important;Very well;Rarely;Very important;2;2;2;2;4;2;2;4;3;2;Stayed the same;Stayed the same;Don't know;Stay the same;1;Stayed the same;Stayed the same;Stay the same;Get a little better;1;Strongly agree;Agree;1;.4033163301784784;Stayed the same;Stayed the same;Get a little worse;Stay the same;1
42;Female;Other technical, professional or higher qualification;South West;;;;Disagree;Disagree;Disagree;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);East Midlands;.293947244267832;.2404515209087761;.2370783472836843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Stay the same;Get a little better;3;Stayed the same;Stayed the same;Stay the same;Stay the same;3;Agree;Agree;3;.3616040190097376;Got a little better;Stayed the same;Stay the same;Get a little better;3
70;Male;CSE grade 1, GCE O level, GCSE, School Certificate;South West;133.108.787.961.648;1.223.255.046.270.220;1.182.270.420.779.880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot better;Stayed the same;Get a little better;Get a lot better;1;Gotten a lot better;Gotten a little better;Get a little better;Get a little better;1;Agree;Agree;1;1.587.078.681.936.960;Got a lot better;Got a little better;Don't know;Don't know;1
42;Female;Scottish Higher Certificate;London;1.393.292.426.807.560;1.705.574.123.862.000;1.720.692.491.307.250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Stayed the same;Stay the same;;2;Stayed the same;Stayed the same;Stay the same;Stay the same;2;Don't know;Don't know;2;1.664.309.796.828.750;Stayed the same;Stayed the same;Don't know;Don't know;2
43;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);Scotland;1.396.205.182.331.660;1.254.100.053.812.190;1.240.756.508.082.790;Strongly agree;Agree;Neither agree nor disagree;2;4;Labour;;;Negative effect;Don’t know;Positive effect;Don’t know;Agree;Agree;Agree;Agree;Neither agree nor disagree;Disagree;4;4;4;4;Extremely important;Extremely well;Don’t know;Extremely important;3;2;1;3;3;2;3;1;3;2;Got a little better;Stayed the same;Stay the same;Stay the same;1;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Strongly agree;Agree;1;1.332.413.061.335.490;Stayed the same;Got a little better;Stay the same;Stay the same;1
33;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);North West;1.400.402.267.855.140;.9623898276703747;.9882062835916744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot worse;Got a lot worse;Get a little worse;Get a little worse;3;Stayed the same;Gotten a little worse;Get a little worse;Stay the same;3;Strongly agree;Agree;2;.9018903456378987;Stayed the same;Stayed the same;Stay the same;Stay the same;3
62;Female;CSE grades 2-5;North West;.9789067179016007;1.007.728.585.452.100;.979430154858983;Agree;Agree;Disagree;8;4;;Conservative;;Negative effect;Don’t know;Negative effect;Negative effect;Strongly disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Agree;4;4;2;4;Very important;Extremely well;Sometimes;Very important;4;4;5;4;4;4;3;4;4;4;Got a little better;Stayed the same;Stay the same;Get a little better;1;Gotten a little better;Stayed the same;Stay the same;Get a little better;1;Strongly agree;Agree;1;.7614672247536208;Got a lot better;Stayed the same;Stay the same;Get a little better;1
63;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);Scotland;.7975191254926252;.8035051662439382;.7587961692666698;Agree;Agree;Neither agree nor disagree;4;6;;Labour;;Negative effect;Negative effect;No effect;Negative effect;Neither agree nor disagree;Agree;Disagree;Agree;Neither agree nor disagree;Disagree;4;2;4;4;Very important;Very well;Quite Often;Very important;3;2;3;2;4;2;2;2;3;3;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Strongly agree;Agree;1;.6715306040664197;Stayed the same;Stayed the same;Stay the same;Stay the same;1
68;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);London;.8713356552644119;.7030958286389869;.6880694242718869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Stay the same;Get a little better;2;Gotten a lot better;Stayed the same;Stay the same;Stay the same;2;Agree;Disagree;2;;;;;;
68;Male;GCE A level or Higher Certificate;West Midlands;;;;Strongly agree;Agree;Strongly agree;4;4;Labour;;;Positive effect;Positive effect;Don’t know;Positive effect;Agree;Agree;Strongly disagree;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;4;5;5;5;Extremely important;Not very well;Don’t know;Very important;3;3;3;3;5;4;3;4;5;2;;;;;;;;;;;;;;;;;;;
68;Male;No formal qualifications;North East;.8500657434423877;.8396212620485021;.7771165704989093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Stay the same;Stay the same;3;Stayed the same;Stayed the same;Stay the same;Stay the same;3;Strongly agree;Strongly agree;3;.6675515176627069;Stayed the same;Stayed the same;Stay the same;Get a little better;3
68;Male;GCE A level or Higher Certificate;East of England;1.009.348.727.497.010;.8314737187565162;;Strongly agree;Strongly agree;Strongly agree;5;4;;;Liberal Democrat;Positive effect;No effect;Positive effect;Positive effect;Strongly agree;Strongly agree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;1;1;1;1;Very important;Extremely well;Always;Extremely important;1;1;1;1;1;1;1;5;1;1;Got a lot better;Got a lot better;Get a lot better;Get a lot better;1;Gotten a lot better;Gotten a lot better;Get a lot better;Get a lot better;1;;;;;;;;;
68;Female;Nursing qualification (eg SEN, SRN, SCM, RGN);London;.4427725889069814;.3473013923047687;.3230925080579701;Agree;Agree;Disagree;4;3;Green;;;Don’t know;No effect;Negative effect;Don’t know;Neither agree nor disagree;Agree;Disagree;Agree;Disagree;Disagree;4;5;4;5;Extremely important;Extremely well;Always;Extremely important;3;2;2;2;5;1;2;1;3;3;Got a lot worse;Got a little worse;Get a little worse;Get a lot worse;1;Gotten a little worse;Gotten a little worse;Get a little worse;Get a little worse;1;Strongly agree;Strongly agree;1;.3118371506799177;Got a little better;Got a little worse;Get a little worse;Don't know;1
62;Female;Clerical and commercial;Scotland;.6347573358335149;;;Agree;Neither agree nor disagree;Strongly disagree;5;5;;;Scottish National Party (SNP);Negative effect;Negative effect;Negative effect;Negative effect;Disagree;Strongly disagree;Strongly agree;Disagree;Strongly disagree;Strongly agree;5;5;5;5;Not important at all;Not at all;Rarely;Not important at all;2;2;4;3;5;3;4;2;4;2;Got a little better;Got a lot better;Stay the same;Stay the same;3;;;;;;;;;;;;;;
58;Male;onc;London;.8218996064430628;.8418816458288623;;Agree;Strongly agree;Agree;8;1 - Government should get out of the business of promoting income equality.;;;United Kingdom Independence Party (UKIP);Negative effect;Don’t know;No effect;Negative effect;Agree;Agree;Disagree;Agree;Strongly disagree;Strongly disagree;5;4;5;4;Neither unimportant nor important;Very well;Never;Neither unimportant nor important;2;3;4;4;4;3;4;2;4;2;Got a lot worse;Stayed the same;Stay the same;Get a little worse;3;Gotten a lot worse;Stayed the same;Stay the same;Get a lot worse;3;;;;;;;;;
63;Female;No formal qualifications;Yorkshire and the Humber;.4193591500346621;.373740679660641;.3643622662236172;Agree;Strongly agree;Neither agree nor disagree;9;5;;British National Party (BNP);;Negative effect;Positive effect;No effect;Negative effect;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Strongly disagree;Agree;5;5;5;5;Very important;Extremely well;Quite Often;Very unimportant;5;5;5;5;5;5;4;5;5;5;Got a lot worse;Got a little worse;Get a little worse;Get a little worse;3;Gotten a little worse;Gotten a little worse;Get a little worse;Get a little worse;3;Agree;Strongly agree;3;.6977970788469312;Got a lot worse;Got a little worse;Get a little worse;Get a little worse;3
67;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);South West;.7096023663495151;.7120855233295015;.6783462569263546;Agree;Neither agree nor disagree;Neither agree nor disagree;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Stay the same;Get a little better;2;Stayed the same;Stayed the same;Get a little worse;Get a little better;1;Agree;Agree;1;.6224034497799908;Got a little better;Stayed the same;Stay the same;Get a little better;1
54;Male;GCE A level or Higher Certificate;London;.8575328954758625;.8418613950692739;.8187063920869931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Get a little better;Get a little better;3;Stayed the same;Stayed the same;Stay the same;Stay the same;3;Strongly agree;Strongly agree;3;.8852251999874996;Got a little better;Got a little better;Stay the same;Stay the same;3
62;Male;onc;South West;;;;Neither agree nor disagree;Neither agree nor disagree;Agree;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;Female;No formal qualifications;East of England;.927887289515302;.8501349759310876;.8894071543467659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Stayed the same;Get a little worse;Get a little worse;2;Gotten a little worse;Gotten a little worse;Stay the same;Stay the same;2;Agree;Agree;2;.7916624132003685;Got a little worse;Stayed the same;Get a little worse;Get a little worse;2
59;Female;CSE grade 1, GCE O level, GCSE, School Certificate;South East;.7859502006089714;.8320146378248184;.8268437803927643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Got a little worse;Don't know;Don't know;1;Gotten a little better;Gotten a little better;Don't know;Get a little better;1;Strongly agree;Strongly agree;2;;;;;;
60;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);Yorkshire and the Humber;1.488.197.785.330.540;1.221.153.115.384.460;1.152.334.473.379.050;Disagree;Disagree;Disagree;3;5;Labour;;;Negative effect;Positive effect;No effect;Negative effect;Disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Agree;4;4;4;4;Neither unimportant nor important;Very well;Don’t know;Neither unimportant nor important;3;2;2;2;2;2;2;1;2;1;Stayed the same;Got a little better;Stay the same;Get a little worse;1;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Agree;Agree;1;;;;;;
54;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);South West;;;;Agree;Agree;Neither agree nor disagree;4;2;;Liberal Democrat;;Positive effect;Positive effect;Positive effect;Positive effect;Agree;Agree;Disagree;Agree;Agree;Disagree;2;2;2;4;Very important;Extremely well;Don’t know;Extremely important;1;1;2;2;3;2;2;1;3;1;;;;;;;;;;;;;;;;;;;
32;Male;University or CNAA higher degree (eg M.Sc, Ph.D);South West;1.901.406.818.979.530;1.343.463.286.716.540;1.373.693.355.787.110;Donâ€™t know;Donâ€™t know;Donâ€™t know;7;2;;;Don't know;Don’t know;Don’t know;Don’t know;Don’t know;Don’t Know;Don’t Know;Don’t Know;Don’t Know;Don’t Know;Don’t Know;3;3;3;3;Don’t know;Don’t know;Don’t know;Don’t know;3;3;3;2;3;2;3;3;4;3;Stayed the same;Don't know;Don't know;Don't know;2;Don't know;Don't know;Don't know;Don't know;2;Don't know;Don't know;2;1.178.328.426.849.750;Don't Know;Don't Know;Don't know;Don't know;2
35;Male;Scottish Higher Certificate;Scotland;.8400936525248526;.9749766312767069;.9838404055343163;Strongly disagree;Strongly disagree;Strongly disagree;10;6;;Liberal Democrat;;Positive effect;Positive effect;Positive effect;Positive effect;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly disagree;5;5;5;1;Not important at all;Not at all;Never;Not important at all;1;5;1;5;5;1;5;1;1;5;Got a lot worse;Got a lot worse;Get a lot worse;Get a lot worse;1;Gotten a lot better;Gotten a lot better;Get a lot worse;Get a lot worse;1;Neither agree nor disagree;Neither agree nor disagree;3;1.027.038.874.439.880;Got a lot worse;Got a lot better;Stay the same;Stay the same;1
74;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);South West;.9315905885600922;.802778985768181;.7734822213267181;Strongly agree;Agree;Disagree;8;1 - Government should get out of the business of promoting income equality.;Conservative;;;Don’t know;Don’t know;No effect;Don’t know;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Agree;4;4;5;5;Extremely important;Very well;Always;Extremely important;2;3;3;2;5;1;4;2;4;2;Got a little better;Stayed the same;Stay the same;Stay the same;3;Stayed the same;Stayed the same;Stay the same;Get a little better;2;Agree;Don't know;2;.6781012052911827;Got a little better;Stayed the same;Get a little better;Get a little better;2
69;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);South West;.4406284677251684;.887211644200908;.8937262534226013;Agree;Agree;Neither agree nor disagree;7;4;;;Conservative;Negative effect;Positive effect;Positive effect;Negative effect;Strongly agree;Strongly agree;Strongly disagree;Strongly agree;Agree;Disagree;2;4;4;4;Extremely important;Extremely well;Always;Extremely important;5;2;3;4;5;2;2;3;4;1;Got a little better;Stayed the same;Stay the same;Get a little better;3;Gotten a little better;Stayed the same;Stay the same;Get a little better;3;Strongly agree;Strongly agree;3;;;;;;
76;Male;Recognized trade apprenticeship completed;East Midlands;1.020.102.808.784.860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Stayed the same;Stay the same;Get a little better;1;;;;;;;;;;;;;;
67;Male;Other technical, professional or higher qualification;Scotland;;;;Agree;Agree;Neither agree nor disagree;3;7 -  Government should do more to reduce income inequality.;;Scottish National Party (SNP);;Negative effect;Positive effect;No effect;Negative effect;Agree;Agree;Disagree;Agree;Agree;Disagree;2;4;4;4;Not important at all;Not at all;Sometimes;Neither unimportant nor important;5;3;3;4;5;3;3;1;3;2;;;;;;;;;;;;;;;;;;;
70;Male;CSE grade 1, GCE O level, GCSE, School Certificate;South East;.7482328447657;.6716082755502945;.6465064680418863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Got a little worse;Stay the same;Get a little better;3;Gotten a little worse;Gotten a little worse;Get a little worse;Stay the same;3;Agree;Strongly agree;3;.4861265175090051;Stayed the same;Stayed the same;Stay the same;Get a little better;3
72;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);East of England;.7596200143118637;.669876454916381;.6843221489792397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a lot worse;Got a lot worse;Get a lot better;Get a lot worse;3;Gotten a lot worse;Gotten a lot worse;Get a lot better;Get a lot worse;3;Strongly agree;Strongly agree;3;.6693952896103424;Got a lot worse;Got a lot worse;Get a lot worse;Get a little worse;3
65;Male;onc;London;1.355.871.917.026.010;1.229.634.982.755.540;1.160.347.419.185.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Got a little worse;Stay the same;Stay the same;3;Gotten a little better;Stayed the same;Stay the same;Get a little better;3;Neither agree nor disagree;Agree;3;1.081.682.905.054.510;Got a little better;Stayed the same;Stay the same;Get a little better;3
71;Male;Other technical, professional or higher qualification;South West;.7482328447657;.6716082755502945;;Strongly agree;Strongly agree;Strongly agree;6;4;;Conservative;;Negative effect;Negative effect;No effect;Negative effect;Neither agree nor disagree;Agree;Disagree;Agree;Disagree;Agree;3;2;2;4;Neither unimportant nor important;Not very well;Sometimes;Neither unimportant nor important;5;4;5;5;5;5;4;5;5;5;Got a little worse;Got a little worse;Stay the same;Stay the same;3;Gotten a little better;Stayed the same;Get a little better;Get a little better;3;;;;;;;;;
65;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);London;.4755413384665573;.4046454038762581;.3803221909397715;Neither agree nor disagree;Strongly disagree;Strongly disagree;2;6;;;Labour;Negative effect;Positive effect;Positive effect;Negative effect;Neither agree nor disagree;Agree;Disagree;Agree;Neither agree nor disagree;Disagree;3;2;4;4;Neither unimportant nor important;Very well;Quite Often;Neither unimportant nor important;2;2;2;4;4;2;3;2;2;2;Stayed the same;Got a little worse;Get a little worse;Get a little worse;1;Stayed the same;Gotten a little worse;Get a little worse;Get a little better;1;Agree;Agree;1;;;;;;
69;Male;Other technical, professional or higher qualification;South West;;;;Strongly agree;Agree;Neither agree nor disagree;6;1 - Government should get out of the business of promoting income equality.;;Conservative;;Negative effect;Negative effect;Negative effect;Negative effect;Neither agree nor disagree;Agree;Strongly disagree;Agree;Disagree;Disagree;3;5;5;5;Extremely important;Very well;Always;Extremely important;2;2;4;2;4;3;2;2;4;2;;;;;;;;;;;;;;;;;;;
77;Male;City and Guild certificate;Yorkshire and the Humber;.6057675625325728;.5473521805916056;.5385894821825439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little worse;Stayed the same;Stay the same;Get a little worse;3;Gotten a little better;Gotten a little better;Get a little better;Get a little worse;3;Strongly agree;Strongly agree;3;;;;;;
39;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);South East;1.536.536.446.366.460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Got a lot worse;Get a little better;Get a little better;1;;;;;;;;;;;;;;
70;Male;GCE A level or Higher Certificate;East Midlands;.2785991785561685;.3138455163755127;.3143448114325592;Agree;Agree;Agree;6;4;;United Kingdom Independence Party (UKIP);;Negative effect;Negative effect;No effect;Positive effect;Agree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Agree;Disagree;4;3;3;3;Neither unimportant nor important;Very well;Quite Often;Neither unimportant nor important;4;3;3;3;4;4;3;4;4;2;Stayed the same;Got a little worse;Get a little worse;Stay the same;3;Stayed the same;Gotten a little worse;Get a little worse;Get a little better;3;Agree;Neither agree nor disagree;3;;;;;;
64;Male;CSE grade 1, GCE O level, GCSE, School Certificate;East Midlands;.8202869923919861;.8247727599355353;.7817732267769603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a little worse;Stay the same;Get a little better;3;Gotten a little better;Stayed the same;Get a little better;Get a little better;3;Agree;Agree;3;.6518153530140044;Got a little better;Got a little better;Get a little better;Get a little better;3
41;Female;University or CNAA first degree (eg BA, B.Sc, B.Ed);Scotland;.8507650864748618;.7573338180049152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a little worse;Stay the same;Stay the same;1;Gotten a little better;Stayed the same;Stay the same;Get a little better;1;;;;.8380971413983294;Got a little better;Stayed the same;Stay the same;Get a little worse;1
64;Male;GCE A level or Higher Certificate;East of England;.9609864016889103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Stayed the same;Stay the same;Stay the same;1;;;;;;;;;;;;;;
74;Female;GCE A level or Higher Certificate;South East;;;;Agree;Neither agree nor disagree;Strongly agree;6;1 - Government should get out of the business of promoting income equality.;;Liberal Democrat;;No effect;Positive effect;No effect;Positive effect;Disagree;Agree;Disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;3;3;4;4;Extremely important;Very well;Always;Very important;4;3;4;4;4;4;3;3;4;1;;;;;;;;;;;;;;;;;;;
62;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);North West;.8093353642159596;.8489478753925658;.7926444614221935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Stayed the same;Stayed the same;Stay the same;Stay the same;1;Strongly agree;Strongly agree;1;.7158652717430977;Stayed the same;Stayed the same;Stay the same;Stay the same;1
67;Male;Other technical, professional or higher qualification;Yorkshire and the Humber;.9419047959309914;.8305664325279499;;Strongly agree;Agree;Disagree;7;2;;;Conservative;Negative effect;Positive effect;No effect;No effect;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Neither agree nor disagree;3;5;3;4;Extremely important;Very well;Quite Often;Extremely important;3;2;3;2;4;2;3;1;3;1;Got a little better;Stayed the same;Stay the same;Get a little better;1;Gotten a little better;Stayed the same;Stay the same;Get a little better;1;;;;;;;;;
27;Male;University or CNAA higher degree (eg M.Sc, Ph.D);South East;.8692228366400568;.9164407248712145;.9747807350342244;Strongly agree;Strongly agree;Agree;8;6;Conservative;;;Positive effect;Positive effect;Positive effect;Positive effect;Strongly agree;Agree;Strongly disagree;Agree;Agree;Disagree;2;2;2;5;Extremely important;Extremely well;Always;Extremely important;1;1;4;2;5;3;3;1;3;2;Got a little better;Got a lot better;Get a little better;Get a little better;1;Gotten a little better;Gotten a lot better;Get a little better;Get a little better;1;Strongly agree;Strongly agree;1;.9878254692410918;Got a little better;Got a little better;Get a little better;Get a little better;1
48;Male;Don't know;West Midlands;1.712.873.869.877.130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Got a little better;Got a little worse;Get a little worse;Get a little better;2;;;;;;;;;;;;;;
56;Male;University or CNAA first degree (eg BA, B.Sc, B.Ed);South East;;;;Neither agree nor disagree;Disagree;Disagree;4;6;;;Labour;Negative effect;No effect;Negative effect;Negative effect;Agree;Agree;Disagree;Agree;Neither agree nor disagree;Disagree;4;5;5;5;Very important;Very well;Always;Extremely important;3;5;5;5;5;3;4;4;2;2;;;;;;;;;;;;;;;;;;;
